t,Accel_Longitudinal[g],GPSVehicleSpeed[km/h],AccPedPos,EngineSpeed,EnToq,GearPos
283.9823914,-0.009579268,8.721586274,0,760.785575,-1,2
284.0323914,-0.00639,8.662449827,0,765.1627803,-1.100224722,2
284.0823914,-0.00108,8.600509273,0,765.7812766,-3,2
284.1323914,-0.011210592,8.560443607,0,770,-2.526760553,2
284.1823914,-0.006920246,8.543728107,0,768.6830001,-2.116288635,2
284.2323914,0.000654205,8.46214,0,768.4267515,-3,2
284.2823914,0.002311455,8.466839067,0,768.8216891,-2,2
284.3323914,0.001192593,8.44966314,0,767.8338983,-2.100000021,2
284.3823914,-0.00999633,8.412572834,0,766,-2,2
284.4323914,-0.009693167,8.360807674,0,766.5342155,-2,2
284.4823914,-0.006415902,8.37641744,0,765.5,-2,2
284.5323914,0.007707317,8.372360587,0,765.8051724,-2,2
284.5823914,-0.010820126,8.414997403,0,766.2594495,-2,2
284.6323914,-0.008707785,8.456307225,0,764.1719026,-2.132300875,2
284.6823914,-0.008791195,8.477029602,0,765.7751553,-2.215417533,2
284.7323914,-0.008051671,8.490208152,0,764.2662942,-2,2
284.7823914,-5.05E-05,8.478604212,0,763.2635574,-3,2
284.8323914,-0.004894546,8.414143608,0,765.5338843,-2.273053906,2
284.8823914,-0.005568652,8.315487015,0,763.5422719,-2,2
284.9323914,-0.00696535,8.258945884,0,764.6972727,-3,2
284.9823914,0.002264151,8.218616666,0,767.4059735,-3,2
285.0323914,-0.004917073,8.159991905,0,766.0501976,-3,2
285.0823914,-0.00208805,8.154115729,0,767.0827004,-3,2
285.1323914,-0.004772037,8.119969038,0,767.9034632,-3,2
285.1823914,-0.004122013,8.118816875,0,766.772,-3,2
285.2323914,-0.003799392,8.156574688,0,766.5437637,-3,2
285.2823914,-0.013896875,8.119583607,0,766,-3,2
285.3323914,-0.016504243,8.091129631,0,763.4626415,-3,2
285.3823914,-0.011412461,8.049732267,0,762.9544643,-2,2
285.4323914,-0.007301819,8.034915385,0,762.6105708,-2.73701429,2
285.4823914,-0.009037737,8.006679688,0,761,-2.481060623,2
285.5323914,-0.007222561,7.968547872,0,761.9596737,-3,2
285.5823914,-0.010402548,7.952782955,0,760.4078261,-2.827027031,2
285.6323914,-0.009,7.939124603,0,759.7283302,-2.514025509,2
285.6823914,-0.003392453,7.901621578,0,760.3586667,-2,2
285.7323914,-0.001695783,7.842553752,0,759,-3,2
285.7823914,-0.011568988,7.832518464,0,758.2330882,-3,2
285.8323914,-0.009358621,7.832974953,0,756.9518931,-2,2
285.8823914,-0.008862265,7.822013358,0,757.6671111,-2,2
285.9323914,-0.005941033,7.806844303,0,759,-3,2
285.9823914,-0.006421384,7.75114111,0,759.4483871,-3,2
286.0323914,-0.009805471,7.739327314,0,760.5,-3,2
286.0823914,-0.009304101,7.703996647,0,761.7301527,-3,2
286.1323914,-0.006901819,7.708199188,0,758.6224622,-3,2
286.1823914,-0.008091195,7.694554572,0,759.3112069,-3,2
286.2323914,-0.003215806,7.685463364,0,761.0075472,-3,2
286.2823914,-0.004437736,7.632887834,0,759.0387991,-3,2
286.3323914,0.002092447,7.586801046,0,760.8133333,-3,2
286.3823914,-0.001341509,7.580606957,0,760,-3,2
286.4323914,-0.012202454,7.514561268,0,757.203132,-3,2
286.4823914,-0.00022327,7.51179713,0,755.6083845,-2,2
286.5323914,-0.005007903,7.475919562,0,755.2625678,-2.510669065,2
286.5823914,-0.000792357,7.4559099,0,754.6607843,-3,2
286.6323914,-0.008451964,7.454377266,0,754.7125541,-2,2
286.6823914,-0.005581073,7.431272833,0,754.5,-3,2
286.7323914,-0.009608434,7.442430797,0,755.1022727,-3,2
286.7823914,-0.002949527,7.40979762,0,754.160177,-2.144370888,2
286.8323914,0.000697886,7.427866062,0,755.5,-3,2
286.8823914,-0.004049843,7.403305491,0,756.5801743,-3,2
286.9323914,-0.004735542,7.379263428,0,754.907957,-3,2
286.9823914,-0.012479495,7.3300106,0,755,-3,2
287.0323914,-0.004928485,7.317472648,0,755.0939815,-3,2
287.0823914,-0.00902243,7.260016578,0,754.5862144,-2.154923438,2
287.1323914,-0.005542508,7.161185097,0,755.0278388,-3,2
287.1823914,-0.005639252,7.076770801,0,757.9420354,-3,2
287.2323914,-0.006680851,7.044361577,0,756.1047516,-3,2
287.2823914,0.004880374,7.024647037,0,756.2630394,-3,2
287.3323914,-0.00024303,7.017586869,0,756.9434879,-3,2
287.3823914,-0.001226415,7.02436718,0,754.9149068,-3,2
287.4323914,-0.013067478,7.047690959,0,755.5153119,-3,2
287.4823914,-0.006147798,7.071306544,0,756.4589041,-3,2
287.5323914,-0.012794479,7.064677296,0,756.82407,-4,2
287.5823914,-0.007,7.001065203,0,758.2667925,-3.519470727,2
287.6323914,-0.003098795,6.94853444,0,758.5,-4,2
287.6823914,-0.006392453,6.948562963,0,758.7855072,-4,2
287.7323914,-0.005546828,6.982527828,0,758,-4,2
287.7823914,-0.007791223,7.039662672,0,758,-4,2
287.8323914,-0.004557831,7.076849231,0,759.8,-4,2
287.8823914,0.002543302,6.987091225,0,759,-4,2
287.9323914,5.61E-05,6.877130283,0,759.5,-4,2
287.9823914,0.003285714,6.83408509,0,759.9250559,-4,2
288.0323914,-0.003570909,6.82590689,0,757.5,-4,2
288.0823914,-0.001688679,6.81894883,0,757.0451686,-3,2
288.1323914,-0.002295413,6.824698921,0,758,-3.203347299,2
288.1823914,0.002571698,6.797206879,0,756.2361217,-4,2
288.2323914,0.00450456,6.779700802,0,756.0523918,-3.876993184,2
288.2823914,-0.001913207,6.811996783,0,755.4233996,-3,2
288.3323914,-0.001888754,6.83362783,0,752.5,-3,2
288.3823914,-0.001171428,6.838317198,0,752.0587973,-3,2
288.4323914,-0.004496072,6.859319481,0,753,-3,2
288.4823914,0.004225,6.81635374,0,750.2476459,-3,2
288.5323914,-0.002,6.713380055,0,749.0575,-3,2
288.5823914,-0.00619746,6.617558898,0,749.585307,-3,2
288.6323914,-0.006,6.552563766,0,750.7516981,-3,2
288.6823914,0.003192477,6.541647914,0,750.8008969,-3,2
288.7323914,-0.004460606,6.488780458,0,751.4153846,-3,2
288.7823914,-0.002577988,6.42319746,0,752.7274162,-3,2
288.8323914,-0.001082927,6.357496961,0,751.4006742,-3,2
288.8823914,-0.000377287,6.304334724,0,752.5985201,-3,2
288.9323914,-0.003849397,6.275192454,0,753.5,-3.495555567,2
288.9823914,-0.005,6.263825144,0,751.6108597,-3,2
289.0323914,-0.004589091,6.271490786,0,752.5,-3,2
289.0823914,0.000578683,6.289606233,0,751.2582397,-3,2
289.1323914,-0.000371952,6.280033961,0,748.7175589,-3,2
289.1823914,-0.001782445,6.237181633,0,750.4136659,-3,2
289.2323914,-0.001525526,6.211130585,0,751.2555147,-3,2
289.2823914,0.001341325,6.236331673,0,750.5481641,-3,2
289.3323914,-0.005453172,6.267637764,0,751.3489978,-3,2
289.3823914,-0.008787501,6.30517222,0,752.7577358,-3,2
289.4323914,-0.004044444,6.338087127,0,747.1037776,-4,2
289.4823914,-0.004225,6.331219894,0,746.7035398,-2,2
289.5323914,0.004163693,6.315758072,0,746.2603025,-2,2
289.5823914,-0.003195666,6.283929804,0,747.9433409,-3,2
289.6323914,0.001788785,6.220701339,0,747.0820628,-3,2
289.6823914,-0.000575535,6.189554413,0,748.2410781,-3,2
289.7323914,-0.003003087,6.212926729,0,748.4370787,-3,2
289.7823914,-0.002594478,6.251469685,0,744.9162281,-2.850000018,2
289.8323914,-0.006143903,6.254915782,0,745.9968224,-2,2
289.8823914,-0.003,6.213215105,0,749.1799108,-3,2
289.9323914,-0.0037925,6.170511226,0,749.4194748,-3,2
289.9823914,-0.00398773,6.131482193,0,749.7693069,-3,2
290.0323914,0.000175232,6.099806623,0,750.3882883,-3,2
290.0823914,0.002328441,6.137822993,0,751,-3,2
290.1323914,0.003834863,6.184672601,0,752.2534579,-2,2
290.1823914,-6.75E-05,6.176921341,0,752.5602709,-2,2
290.2323914,-0.001495327,6.181691689,0,751.1895786,-2,2
290.2823914,0.000370642,6.185708525,0,748,-0.50166977,2
290.3323914,0.003815951,6.155759784,0,746.1268623,0,2
290.3823914,-0.00304878,6.12430461,0,745.2269978,0,2
290.4323914,0.006452174,6.099986955,0,742.751756,1,2
290.4823914,0.003357798,6.057749049,0,739.5498938,2,2
290.5323914,0.001784424,6.020287045,0,737.2691796,2.200000014,2
290.5823914,-0.001021342,5.981508522,0,733.2343254,3,2
290.6323914,0.005969136,5.948871695,0,730.1757918,3,2
290.6823914,0.002604908,5.941178494,0,730.581441,3,2
290.7323914,-0.000386293,5.952529074,0,728.2481413,3,2
290.7823914,-0.0024,5.988746165,0,726.6266219,4,2
290.8323914,0.009212923,6.008555702,0,725,5,2
290.8823914,0.005800615,5.980492756,0,721.73829,5.492936821,2
290.9323914,0.009987616,5.920043873,0,717.1171247,7.874206376,2
290.9823914,0.004582822,5.87968983,0,714.8380744,8,2
291.0323914,0.002584,5.833542897,0.540275838,713.2643527,8.981420783,2
291.0823914,0.002438532,5.846132642,2.610062208,710.9470184,12,2
291.1323914,0.013499688,5.891894324,7.550348247,706.2580435,14.19796337,2
291.1823914,0.002456173,5.943512631,12.55405881,700.745709,26.95679701,2
291.2323914,0.0077875,6.026667116,17.32054157,697.8218142,59.77537818,2
291.2823914,0.021939024,6.038666687,19.6953125,717.7470588,99.7113122,2
291.3323914,0.035751403,5.988821597,19.73133786,783.5736058,107.5032609,2
291.3823914,0.029376687,6.003320758,19.73087603,913.1750015,107.709899,2
291.4323914,0.054388889,6.07297075,19.81025899,1021.729999,92.7945263,2
291.4823914,0.053717792,6.133282261,19.81223876,1081.838122,85.53717478,2
291.5323914,0.058430866,6.197533772,19.84765625,1133.820577,85.25925934,2
291.5823914,0.066181366,6.363799866,19.7340373,1171.990022,84,2
291.6323914,0.099652336,6.542567543,19.84765625,1205.006616,85.48712121,2
291.6823914,0.085381652,6.673701305,19.72360491,1225.097468,87.89650657,2
291.7323914,0.10637846,6.866117814,19.84765625,1230.871991,95.18237708,2
291.7823914,0.118839758,7.056715917,19.84765625,1247.05901,99,2
291.8323914,0.132781312,7.251448857,19.81399467,1259.26186,103.8623256,2
291.8823914,0.12722735,7.459858437,19.84765625,1257,101.3249468,2
291.9323914,0.125056075,7.681723362,19.80786033,1260.497959,103,2
291.9823914,0.130682098,7.917898234,19.84765625,1261.785714,102.1228448,2
292.0323914,0.124291587,8.129570873,19.84765625,1266.631102,102.7805668,2
292.0823914,0.119799998,8.29151423,19.84765625,1271.751661,100.4885609,2
292.1323914,0.121872894,8.434117434,19.72992263,1278.429425,101,2
292.1823914,0.128370549,8.621844486,19.7320757,1281.714381,97,2
292.2323914,0.126209233,8.832077468,19.80665722,1283.243421,97.97257774,2
292.2823914,0.120018351,9.073699253,19.84765625,1287.594737,99,2
292.3323914,0.128531074,9.313376863,19.8042714,1286.967368,99,2
292.3823914,0.130244033,9.50455575,19.74272836,1290.749091,99,2
292.4323914,0.127176468,9.700161169,19.81499812,1289.928758,98.68017432,2
292.4823914,0.107834357,9.929724189,19.84765625,1292.095745,96.35319148,2
292.5323914,0.129951405,10.13664889,19.84765625,1292.5,97.4998165,2
292.5823914,0.133452633,10.29924404,19.81436631,1296.869507,97.11082251,2
292.6323914,0.122204988,10.48949782,19.806926,1291.683966,95.33768423,2
292.6823914,0.116266667,10.69274754,19.81064568,1293.748197,96,2
292.7323914,0.133409233,10.89816315,19.81633324,1296.816068,96,2
292.7823914,0.109029359,11.07567428,19.84765625,1300.5,94.10699773,2
292.8323914,0.127400005,11.17711561,19.84765625,1302.258218,94,2
292.8823914,0.139622626,11.3041441,19.81884235,1298.717826,93.76408163,2
292.9323914,0.127185047,11.47369569,19.6953125,1295.589167,92.16166667,2
292.9823914,0.11619207,11.66170392,19.6953125,1288.252024,92.51821861,2
293.0323914,0.115833541,11.87652666,19.65591587,1285.772034,93,2
293.0823914,0.119744787,12.12673511,19.39453125,1283.408423,90,2
293.1323914,0.110788788,12.36257802,18.7191312,1279.502476,84.06323812,2
293.1823914,0.103015292,12.57832473,16.99217424,1267.402667,69.6036866,2
293.2323914,0.107915889,12.79066,13.58463898,1248.464968,54.33186811,2
293.2823914,0.088198159,12.96364576,9.564311087,1240.984321,44.52313574,2
293.3323914,0.078937695,13.08356339,6.346022939,1236.584756,45,2
293.3823914,0.063396333,13.15532982,3.473822783,1228.64569,33.32344087,2
293.4323914,0.045075001,13.20222066,0.316534573,1229.999601,29.49980656,2
293.4823914,0.042396343,13.23824033,0,1223.226994,22.45569628,2
293.5323914,0.02405296,13.25621943,0,1219.224353,18.73534486,2
293.5823914,0.015118266,13.25750382,0,1221.744402,12.49672449,2
293.6323914,0.018770093,13.27540448,0,1226.359202,-1.60229358,2
293.6823914,0.009667485,13.29493712,0,1218.837603,-7.518181907,2
293.7323914,-0.00503077,13.28945154,0,1205.821168,-13,2
